EP, 95, 2024073018, 01, CARQ, -24, 119N, 1207W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 95, 2024073018, 01, CARQ, -18, 120N, 1210W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 95, 2024073018, 01, CARQ, -12, 121N, 1213W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 309,   3,     INVEST,  , 
EP, 95, 2024073018, 01, CARQ,  -6, 124N, 1215W,  20,    0, LO,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 95, 2024073018, 01, CARQ,   0, 127N, 1216W,  25, 1010, LO,  34, NEQ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,   X, 305,   4,     INVEST, S, 
EP, 95, 2024073018, 01, CARQ,   0, 127N, 1216W,  25, 1010, LO,  50, NEQ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,   X, 305,   4,     INVEST, S, 
EP, 95, 2024073018, 01, CARQ,   0, 127N, 1216W,  25, 1010, LO,  64, NEQ,    0,    0,    0,    0, 1012,  120,  50,   0,   0,   E,   0,   X, 305,   4,     INVEST, S, 
EP, 95, 2024073018, 03, AC00,   0, 123N, 1212W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,   6, 127N, 1214W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  12, 128N, 1219W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  18, 129N, 1221W,  19, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  24, 130N, 1223W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  30, 131N, 1226W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  36, 131N, 1229W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  42, 131N, 1231W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  48, 133N, 1238W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  54, 130N, 1247W,  20, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  60, 128N, 1258W,  23, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  66, 126N, 1270W,  27, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  72, 121N, 1279W,  28, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  78, 120N, 1282W,  25, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 95, 2024073018, 03, AC00,  84, 120N, 1287W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
