EP, 08, 2024082206, 01, CARQ, -24, 143N, 1078W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 08, 2024082206, 01, CARQ, -18, 143N, 1086W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 08, 2024082206, 01, CARQ, -12, 143N, 1095W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X, 274,   8,     INVEST,  , 
EP, 08, 2024082206, 01, CARQ,  -6, 144N, 1103W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   E,   0,   X,   0,   0,     INVEST,  , 
EP, 08, 2024082206, 01, CARQ,   0, 145N, 1111W,  25, 1010, DB,  34, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 275,   8,     INVEST, S, 
EP, 08, 2024082206, 01, CARQ,   0, 145N, 1111W,  25, 1010, DB,  50, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 275,   8,     INVEST, S, 
EP, 08, 2024082206, 01, CARQ,   0, 145N, 1111W,  25, 1010, DB,  64, NEQ,    0,    0,    0,    0, 1011,  150,  60,   0,   0,   E,   0,   X, 275,   8,     INVEST, S, 
EP, 08, 2024082206, 03, AC00,   0, 139N, 1109W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,   6, 138N, 1117W,  22, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  12, 136N, 1124W,  21, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  18, 135N, 1129W,  20, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  24, 134N, 1137W,  20, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  30, 133N, 1145W,  26, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  36, 132N, 1145W,  27, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  42, 136N, 1149W,  22, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  48, 140N, 1158W,  24, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  54, 141N, 1167W,  23, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  60, 136N, 1175W,  21, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  66, 135N, 1176W,  27, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  72, 139N, 1184W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  78, 141N, 1191W,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  84, 143N, 1202W,  38, 1005, XX,  34, NEQ,   79,    0,    0,    0, 
EP, 08, 2024082206, 03, AC00,  90, 146N, 1213W,  36, 1002, XX,  34, NEQ,   52,   77,    0,    0, 
EP, 08, 2024082206, 03, AC00,  96, 148N, 1224W,  37, 1003, XX,  34, NEQ,   78,   59,    0,   73, 
EP, 08, 2024082206, 03, AC00, 102, 151N, 1234W,  47,  997, XX,  34, NEQ,  101,   91,    0,   65, 
EP, 08, 2024082206, 03, AC00, 108, 152N, 1244W,  48,  999, XX,  34, NEQ,  151,   86,   44,   59, 
