AL, 06, 2025082112, 01, CARQ, -24, 155N,  485W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2025082112, 01, CARQ, -18, 161N,  502W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2025082112, 01, CARQ, -12, 166N,  522W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 283,  18,     INVEST,  , 
AL, 06, 2025082112, 01, CARQ,  -6, 169N,  539W,  25,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2025082112, 01, CARQ,   0, 171N,  555W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 280,  15,     INVEST, S, 
AL, 06, 2025082112, 01, CARQ,   0, 171N,  555W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 280,  15,     INVEST, S, 
AL, 06, 2025082112, 01, CARQ,   0, 171N,  555W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1014,  180,  60,   0,   0,   L,   0,   X, 280,  15,     INVEST, S, 
AL, 06, 2025082112, 03,  CMC,   0, 153N,  561W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  CMC,   6, 165N,  576W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  CMC,  12, 170N,  592W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,   0, 154N,  568W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,   6, 152N,  587W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  12, 156N,  602W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  18, 164N,  614W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  24, 169N,  625W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  30, 175N,  634W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  36, 182N,  642W,  23, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  42, 189N,  651W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  48, 199N,  660W,  31, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  54, 209N,  667W,  35, 1012, XX,  34, NEQ,   41,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  60, 218N,  674W,  37, 1012, XX,  34, NEQ,   57,    0,    0,   45, 
AL, 06, 2025082112, 03,  NGX,  66, 226N,  681W,  43, 1011, XX,  34, NEQ,   51,   36,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  72, 234N,  686W,  46, 1012, XX,  34, NEQ,   62,   47,    0,   41, 
AL, 06, 2025082112, 03,  NGX,  84, 252N,  691W,  53, 1010, XX,  34, NEQ,   74,   65,   29,   41, 
AL, 06, 2025082112, 03,  NGX,  84, 252N,  691W,  53, 1010, XX,  50, NEQ,   43,   37,    0,    0, 
AL, 06, 2025082112, 03,  NGX,  96, 272N,  694W,  67, 1006, XX,  34, NEQ,   78,   84,   54,   55, 
AL, 06, 2025082112, 03,  NGX,  96, 272N,  694W,  67, 1006, XX,  50, NEQ,   51,   54,    0,   29, 
AL, 06, 2025082112, 03,  NGX,  96, 272N,  694W,  67, 1006, XX,  64, NEQ,   32,    0,    0,    0, 
AL, 06, 2025082112, 03,  NGX, 108, 296N,  686W,  73, 1004, XX,  34, NEQ,   87,   92,   70,   50, 
AL, 06, 2025082112, 03,  NGX, 108, 296N,  686W,  73, 1004, XX,  50, NEQ,   44,   59,   42,    0, 
AL, 06, 2025082112, 03,  NGX, 108, 296N,  686W,  73, 1004, XX,  64, NEQ,   25,   36,    0,    0, 
AL, 06, 2025082112, 03,  NGX, 120, 324N,  672W,  82, 1000, XX,  34, NEQ,  111,  114,   89,   51, 
AL, 06, 2025082112, 03,  NGX, 120, 324N,  672W,  82, 1000, XX,  50, NEQ,   61,   66,   46,   33, 
AL, 06, 2025082112, 03,  NGX, 120, 324N,  672W,  82, 1000, XX,  64, NEQ,   39,   47,   35,   19, 
AL, 06, 2025082112, 03,  NGX, 132, 357N,  642W,  80,  996, XX,  34, NEQ,   85,  114,   83,   54, 
