AL, 06, 2024090712, 01, CARQ, -24, 188N,  881W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2024090712, 01, CARQ, -18, 190N,  890W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2024090712, 01, CARQ, -12, 191N,  900W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 273,  11,     INVEST,  , 
AL, 06, 2024090712, 01, CARQ,  -6, 191N,  913W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 06, 2024090712, 01, CARQ,   0, 188N,  927W,  20, 1005, DB,  34, NEQ,    0,    0,    0,    0, 1007,  130,  40,   0,   0,   L,   0,   X, 270,   9,     INVEST, S, 
AL, 06, 2024090712, 01, CARQ,   0, 188N,  927W,  20, 1005, DB,  50, NEQ,    0,    0,    0,    0, 1007,  130,  40,   0,   0,   L,   0,   X, 270,   9,     INVEST, S, 
AL, 06, 2024090712, 01, CARQ,   0, 188N,  927W,  20, 1005, DB,  64, NEQ,    0,    0,    0,    0, 1007,  130,  40,   0,   0,   L,   0,   X, 270,   9,     INVEST, S, 
AL, 06, 2024090712, 03,  CMC,   0, 187N,  913W,  19, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  CMC,   6, 190N,  921W,  22, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  CMC,  12, 192N,  922W,  27, 1003, XX,  34, NEQ,    0,    0,    0,  201, 
AL, 06, 2024090712, 03,  CMC,  18, 195N,  929W,  31, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  CMC,  24, 197N,  937W,  37, 1004, XX,  34, NEQ,    0,    0,  133,  132, 
AL, 06, 2024090712, 03,  CMC,  30, 198N,  938W,  37, 1005, XX,  34, NEQ,    0,    0,  122,  324, 
AL, 06, 2024090712, 03,  NGX,   0, 186N,  911W,  17, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX,   6, 193N,  916W,  17, 1005, XX,  34, NEQ,    0,    0,    0,  252, 
AL, 06, 2024090712, 03,  NGX,  12, 195N,  921W,  27, 1004, XX,  34, NEQ,    0,    0,  193,    0, 
AL, 06, 2024090712, 03,  NGX,  18, 196N,  929W,  36, 1005, XX,  34, NEQ,    0,    0,  153,  177, 
AL, 06, 2024090712, 03,  NGX,  24, 199N,  937W,  41, 1004, XX,  34, NEQ,    0,    0,  105,  344, 
AL, 06, 2024090712, 03,  NGX,  30, 202N,  940W,  40, 1006, XX,  34, NEQ,    0,    0,  113,  309, 
AL, 06, 2024090712, 03,  NGX,  36, 202N,  940W,  39, 1005, XX,  34, NEQ,    0,    0,   89,  257, 
AL, 06, 2024090712, 03,  NGX,  42, 210N,  948W,  37, 1005, XX,  34, NEQ,    0,    0,   86,  195, 
AL, 06, 2024090712, 03,  NGX,  48, 215N,  951W,  39, 1004, XX,  34, NEQ,    0,   91,   81,  138, 
AL, 06, 2024090712, 03,  NGX,  54, 220N,  953W,  42, 1005, XX,  34, NEQ,    0,  100,   95,  131, 
AL, 06, 2024090712, 03,  NGX,  60, 226N,  953W,  36, 1003, XX,  34, NEQ,    0,    0,   93,  107, 
AL, 06, 2024090712, 03,  NGX,  66, 235N,  958W,  37, 1003, XX,  34, NEQ,    0,   89,   58,   69, 
AL, 06, 2024090712, 03,  NGX,  72, 245N,  959W,  40, 1000, XX,  34, NEQ,    0,   81,   69,    0, 
AL, 06, 2024090712, 03,  NGX,  84, 264N,  956W,  45,  996, XX,  34, NEQ,   98,   87,   64,   75, 
AL, 06, 2024090712, 03,  NGX,  96, 281N,  943W,  59,  989, XX,  34, NEQ,  107,  163,  128,   71, 
AL, 06, 2024090712, 03,  NGX,  96, 281N,  943W,  59,  989, XX,  50, NEQ,   73,   74,   38,   51, 
AL, 06, 2024090712, 03,  NGX, 108, 301N,  921W,  56,  986, XX,  34, NEQ,   27,  150,   98,    0, 
AL, 06, 2024090712, 03,  NGX, 108, 301N,  921W,  56,  986, XX,  50, NEQ,    0,   48,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 120, 322N,  904W,  29,  991, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 132, 343N,  887W,  17,  995, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 144, 363N,  877W,  16,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 156, 376N,  872W,  16, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 168, 380N,  871W,  11, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  NGX, 180, 378N,  860W,   9, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,   0, 188N,  918W,  16, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  12, 190N,  922W,  24, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  24, 192N,  934W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  36, 211N,  941W,  32, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  48, 211N,  941W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  60, 225N,  932W,  30, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  72, 246N,  944W,  28, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  84, 259N,  941W,  27, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX,  96, 279N,  932W,  30, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX, 108, 294N,  916W,  29,  999, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03,  UKX, 120, 316N,  898W,  29, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,   0, 185N,  914W,  17, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,   6, 192N,  921W,  26, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,  12, 190N,  924W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,  18, 188N,  927W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,  24, 191N,  933W,  36, 1004, XX,  34, NEQ,    0,    0,    0,  161, 
AL, 06, 2024090712, 03, AC00,  30, 190N,  937W,  37, 1006, XX,  34, NEQ,    0,    0,    0,  143, 
AL, 06, 2024090712, 03, AC00,  36, 197N,  939W,  34, 1005, XX,  34, NEQ,    0,    0,   94,   94, 
AL, 06, 2024090712, 03, AC00,  42, 199N,  942W,  36, 1007, XX,  34, NEQ,    0,    0,    0,  101, 
AL, 06, 2024090712, 03, AC00,  48, 207N,  954W,  37, 1006, XX,  34, NEQ,    0,   47,   57,   64, 
AL, 06, 2024090712, 03, AC00,  54, 207N,  948W,  38, 1006, XX,  34, NEQ,    0,   84,   80,    0, 
AL, 06, 2024090712, 03, AC00,  60, 213N,  951W,  37, 1005, XX,  34, NEQ,    0,    0,  113,    0, 
AL, 06, 2024090712, 03, AC00,  66, 225N,  951W,  30, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,  72, 234N,  963W,  29, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00,  78, 241N,  966W,  38, 1002, XX,  34, NEQ,    0,    0,    0,   44, 
AL, 06, 2024090712, 03, AC00,  84, 244N,  964W,  35, 1000, XX,  34, NEQ,    0,    0,   66,   62, 
AL, 06, 2024090712, 03, AC00,  90, 250N,  961W,  35,  998, XX,  34, NEQ,    0,   31,    0,   40, 
AL, 06, 2024090712, 03, AC00,  96, 259N,  958W,  46,  989, XX,  34, NEQ,   90,   88,   59,   70, 
AL, 06, 2024090712, 03, AC00, 102, 268N,  953W,  49,  989, XX,  34, NEQ,   90,   85,   63,   75, 
AL, 06, 2024090712, 03, AC00, 108, 276N,  945W,  51,  984, XX,  34, NEQ,  101,   77,   69,   82, 
AL, 06, 2024090712, 03, AC00, 108, 276N,  945W,  51,  984, XX,  50, NEQ,    0,    0,   30,   40, 
AL, 06, 2024090712, 03, AC00, 114, 285N,  943W,  46,  991, XX,  34, NEQ,   64,   77,   54,   58, 
AL, 06, 2024090712, 03, AC00, 120, 293N,  933W,  44,  995, XX,  34, NEQ,   69,   83,   77,   24, 
AL, 06, 2024090712, 03, AC00, 126, 305N,  924W,  36,  998, XX,  34, NEQ,    0,   67,    0,    0, 
AL, 06, 2024090712, 03, AC00, 132, 315N,  921W,  27,  997, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 138, 317N,  922W,  20, 1002, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 144, 317N,  920W,  17, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 150, 316N,  915W,  13, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 156, 317N,  908W,  15, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 162, 318N,  907W,  13, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 168, 324N,  904W,  11, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 174, 330N,  899W,  12, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 180, 329N,  907W,  11, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 186, 326N,  911W,   9, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AC00, 192, 321N,  914W,   7, 1014, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,   0, 187N,  915W,  18, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,   6, 191N,  920W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  12, 192N,  924W,  30, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  18, 189N,  927W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  24, 189N,  934W,  36, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  30, 190N,  937W,  36, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  36, 193N,  936W,  35, 1004, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 06, 2024090712, 03, AEMN,  42, 195N,  939W,  34, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
