AL, 02, 2025062718, 01, CARQ, -24, 161N,  837W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 02, 2025062718, 01, CARQ, -18, 170N,  864W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 02, 2025062718, 01, CARQ, -12, 174N,  878W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X, 288,  15,     INVEST,  , 
AL, 02, 2025062718, 01, CARQ,  -6, 179N,  893W,  15,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 02, 2025062718, 01, CARQ,   0, 183N,  905W,  25, 1011, DB,  34, NEQ,    0,    0,    0,    0, 1013,  160,  80,   0,   0,   L,   0,   X, 290,  11,     INVEST, S, 
AL, 02, 2025062718, 01, CARQ,   0, 183N,  905W,  25, 1011, DB,  50, NEQ,    0,    0,    0,    0, 1013,  160,  80,   0,   0,   L,   0,   X, 290,  11,     INVEST, S, 
AL, 02, 2025062718, 01, CARQ,   0, 183N,  905W,  25, 1011, DB,  64, NEQ,    0,    0,    0,    0, 1013,  160,  80,   0,   0,   L,   0,   X, 290,  11,     INVEST, S, 
AL, 02, 2025062718, 03, AC00,   0, 174N,  901W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AC00,   6, 177N,  911W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AC00,  12, 180N,  923W,  24, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AC00,  18, 179N,  930W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AEMN,   0, 174N,  900W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AEMN,   6, 177N,  910W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AEMN,  12, 179N,  923W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AEMN,  18, 185N,  933W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AEMN,  24, 188N,  940W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,   0, 173N,  896W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,   6, 176N,  904W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  12, 180N,  915W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  18, 188N,  928W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  24, 188N,  936W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  30, 188N,  944W,  27, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  36, 189N,  950W,  27, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  42, 193N,  952W,  25, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  48, 195N,  954W,  30, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  54, 197N,  957W,  29, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  60, 200N,  963W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP01,  66, 201N,  975W,  32, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP02,   0, 173N,  901W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP02,   6, 175N,  908W,  15, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP02,  12, 167N,  924W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP03,   0, 176N,  896W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP03,   6, 177N,  905W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP04,   0, 171N,  900W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP04,   6, 175N,  911W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP04,  12, 178N,  923W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP04,  18, 184N,  932W,  20, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP04,  24, 186N,  941W,  21, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP05,   0, 170N,  899W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP06,   0, 171N,  899W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP06,   6, 172N,  908W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP06,  12, 172N,  922W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP06,  18, 176N,  927W,  20, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP06,  24, 181N,  944W,  22, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP07,   0, 169N,  903W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP07,   6, 174N,  915W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP07,  12, 175N,  928W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP07,  18, 185N,  943W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,   0, 175N,  902W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,   6, 179N,  912W,  18, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  12, 184N,  925W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  18, 191N,  937W,  23, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  24, 196N,  947W,  24, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  30, 193N,  953W,  20, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  36, 192N,  954W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP08,  42, 190N,  956W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP09,   0, 175N,  899W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP09,   6, 178N,  909W,  14, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP09,  12, 180N,  916W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP09,  18, 187N,  931W,  19, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP09,  24, 188N,  938W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP10,   0, 173N,  899W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP10,   6, 172N,  908W,  17, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP10,  12, 173N,  923W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,   0, 173N,  899W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,   6, 178N,  908W,  17, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  12, 185N,  920W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  18, 189N,  929W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  24, 191N,  935W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  30, 188N,  939W,  27, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  36, 186N,  942W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  42, 192N,  951W,  26, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  48, 194N,  953W,  26, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  54, 203N,  961W,  30, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  60, 212N,  971W,  34, 1012, XX,  34, NEQ,   48,    0,    0,    0, 
AL, 02, 2025062718, 03, AP11,  66, 221N,  981W,  25, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,   0, 170N,  898W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,   6, 176N,  906W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  12, 183N,  920W,  23, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  18, 181N,  932W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  24, 184N,  939W,  19, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  30, 184N,  941W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  36, 178N,  952W,  24, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP12,  42, 188N,  955W,  26, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,   0, 173N,  902W,  21, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,   6, 172N,  911W,  17, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,  12, 175N,  923W,  21, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,  18, 178N,  926W,  18, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,  24, 185N,  937W,  22, 1012, XX,  34, NEQ,    0,    0,  242,    0, 
AL, 02, 2025062718, 03, AP13,  30, 184N,  941W,  26, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 02, 2025062718, 03, AP13,  36, 183N,  950W,  29, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
