AL, 97, 2024110212, 01, CARQ, -24,  95N,  818W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 97, 2024110212, 01, CARQ, -18,  98N,  816W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 97, 2024110212, 01, CARQ, -12, 102N,  814W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,  29,   5,     INVEST,  , 
AL, 97, 2024110212, 01, CARQ,  -6, 107N,  811W,  20,    0, DB,  34, AAA,    0,    0,    0,    0,    0,    0,   0,   0,   0,   L,   0,   X,   0,   0,     INVEST,  , 
AL, 97, 2024110212, 01, CARQ,   0, 113N,  807W,  20, 1007, DB,  34, NEQ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,   X,  30,   6,     INVEST, S, 
AL, 97, 2024110212, 01, CARQ,   0, 113N,  807W,  20, 1007, DB,  50, NEQ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,   X,  30,   6,     INVEST, S, 
AL, 97, 2024110212, 01, CARQ,   0, 113N,  807W,  20, 1007, DB,  64, NEQ,    0,    0,    0,    0, 1009,  200,  90,   0,   0,   L,   0,   X,  30,   6,     INVEST, S, 
AL, 97, 2024110212, 03,  CMC,   0, 114N,  808W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,   6, 115N,  800W,  20, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  12, 116N,  793W,  24, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  18, 118N,  788W,  23, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  24, 122N,  784W,  23, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  30, 124N,  777W,  27, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  36, 134N,  771W,  29, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  42, 148N,  762W,  30, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  48, 157N,  762W,  34, 1005, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  54, 167N,  766W,  33, 1003, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  60, 175N,  772W,  33, 1001, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  66, 185N,  782W,  36, 1001, XX,  34, NEQ,   95,    0,    0,    0, 
AL, 97, 2024110212, 03,  CMC,  72, 195N,  793W,  40, 1000, XX,  34, NEQ,   73,    0,    0,    0, 
